33.3572349548 -17.0476989746 -44.9305763245 105
34.9365005493 -19.0862731934 -45.9825897217 105
33.6357269287 -21.2352752686 -47.2857055664 105
32.9636154175 -21.3069610596 -46.7797393799 105
32.723072052 -19.9948730469 -44.389289856 105
32.0506324768 -19.2815856934 -44.8657989502 105
33.0937652588 -17.3923492432 -45.4355392456 105
34.4335479736 -17.2582092285 -46.1270370483 105
34.8597640991 -18.6034393311 -47.4816207886 105
33.5522041321 -19.0017242432 -47.8012313843 105
33.2738647461 -16.2824249268 -42.9110794067 105
30.0469932556 -13.4959106445 -36.4286575317 105
30.3978805542 -15.2996368408 -36.1780319214 105
32.9147415161 -14.0904846191 -37.3628768921 105
33.3514556885 -18.44581604 -42.668510437 105
-5.54054935265e-09 6.55382958073e+20 -43.6696090698 105
32.8722839355 -16.6641387939 -43.2374191284 105
33.4378967285 -16.9728240967 -43.8390693665 105
-6.11345996049e-09 -14.616607666 -44.8675422668 105
34.9582099915 -13.6684875488 -42.3918533325 105
34.808139801 -10.5012817383 -40.2843971252 105
34.8476715088 -11.8909912109 -42.2989959717 105
35.488117218 -14.5205688477 -43.3302574158 105
35.4499893188 -15.4761810303 -43.9799880981 105
35.316028595 -15.8098297119 -46.2808837891 105
51.1479988098 23.4881439209 -67.0481719971 106
51.3039245605 22.9747009277 -67.1116485596 106
51.7361755371 21.8754730225 -67.2353668213 106
51.5366325378 21.2015838623 -67.4424743652 106
51.6086845398 21.385635376 -67.396270752 106
51.0986404419 22.9176483154 -67.1451644897 106
51.3872871399 23.371963501 -66.9880981445 106
1.70261316157e-08 -1.989036449e+21 -66.8758544922 106
52.7100524902 23.5724945068 -66.6672592163 106
53.4039993286 23.6118774414 -66.4897003174 106
54.7586669922 22.1086425781 -66.5056228638 106
54.4254684448 22.1885986328 -66.550743103 106
1.45511336314e-08 30.7981719971 -66.5009002686 106
55.0473175049 21.9635696411 -66.4453735352 106
55.5815963745 20.673034668 -66.5517425537 106
55.1860961914 22.7949676514 -66.2299575806 106
56.3273735046 19.162689209 -66.6723022461 106
56.317779541 18.6547088623 -67.061126709 106
55.1105880737 9.29563903809 -69.7047119141 106
61.2530555725 8.24145507812 -67.7051925659 106
63.7475280762 17.2854614258 -64.4076080322 106
64.5644454956 15.0805969238 -64.580909729 106
-3.51363382833e-11 122.743057251 -64.5610351562 106
64.2217941284 17.3938751221 -63.9150009155 106
64.810585022 17.9805603027 -63.5990257263 106
65.0254364014 17.4868011475 -63.5483856201 106
65.0125808716 17.4206695557 -63.5561218262 106
63.9943275452 16.6717681885 -64.1305541992 106
64.3800811768 16.488571167 -63.9511909485 106
64.7345123291 16.8614807129 -63.799331665 106
64.3202667236 16.0133056641 -64.1923599243 106
63.2497634888 14.6442565918 -64.667175293 106
65.1341400146 15.5195770264 -63.6904792786 106
65.2300567627 13.5603637695 -64.1382827759 106
63.0114631653 13.8988494873 -64.7445678711 106
67.1071777344 16.1264953613 -62.7288398743 106
66.6489334106 15.0980682373 -63.1597709656 106
65.4639663696 15.7060699463 -63.56483078 106
65.4161987305 15.9146575928 -63.5727958679 106
65.1231613159 15.9202270508 -63.8488769531 106
46.0211906433 -15.357711792 -75.8178634644 106
2.62311713802e+38 6.67942818793e+30 -75.6041259766 106
-7.25285374071e+29 -6.74125688559e+30 -75.3955612183 106
-7.97567048826e+29 -6.8505353172e+30 -75.1630401611 106
1.29662747036e+38 -2.83278762152e+30 -33.1812133789 105
26.2930030823 -37.9298706055 -35.5368423462 105
25.9164600372 -37.8294525146 -33.4462356567 105
23.2207107544 -34.994682312 -11.3741035461 104
22.0941352844 -34.8341522217 -8.60066223145 104
20.8927001953 -34.7585449219 -6.16165733337 104
21.8642158508 -35.1484527588 -8.06675720215 104
22.1194877625 -34.5633544922 -8.24758911133 104
35.9153900146 -5.70767211914 -73.7813644409 102
-1.56424846081e+30 -6.10068396601e+30 -73.8622817993 102
35.4662322998 -4.9178314209 -73.6874237061 102
35.2059593201 -4.99098205566 -73.7157592773 102
57.0106163025 2.05400085449 -69.4328231812 102
-21.6022071838 -50.9537086487 -43.656703949 -0.456694692373 -0.88746970892 -0.421014428139 -16.3758468628 -40.3613967896 -39.2514305115 10.9563598633 -61.4577560425 57.208114624 -0.0166881326586 -0.863335728645 -0.504353940487 -0.628782451153 0.401256740093 -0.666052281857 101 
-22.733669281 -53.737361908 -33.8373832703 -0.602892279625 -0.914454042912 -0.261774539948 -15.7134838104 -41.8707885742 -34.0740776062 0.355348527431 -64.9821472168 44.1211700439 -0.0773203670979 -0.80006301403 -0.594912350178 -0.835933208466 0.377217024565 -0.398651540279 101 
-21.2605266571 -52.7109107971 -34.2057991028 -0.626234412193 -0.920272350311 -0.22594499588 -14.0505285263 -41.3578643799 -34.2015647888 3.87296962738 -63.8919410706 49.4844818115 -0.0827830582857 -0.807286143303 -0.584325313568 -0.878177046776 0.336278825998 -0.340178757906 101 
-8.4494342804 -50.347038269 -28.7650947571 -0.0900421515107 -0.936086118221 -0.0748356878757 -8.98944282532 -39.4043922424 -34.2231941223 5.01219892502 -87.7656173706 40.1705055237 -0.00223002023995 -0.984326004982 -0.176344260573 -0.277056902647 0.170049548149 -0.945686340332 102 
