11.8780937195 -26.5541763306 12.8783035278 102
19.4655132294 -52.4923095703 -21.2752685547 102
25.759765625 -30.4636459351 -59.1602478027 102
25.9836463928 -28.9590606689 -59.8735466003 102
17.9663696289 -45.837348938 -17.6846885681 102
17.3188858032 -45.1857223511 -12.6270294189 102
30.71616745 -10.5157852173 -60.8273735046 102
34.4019317627 -10.867515564 -64.9018554688 102
33.8164100647 -13.0171356201 -66.6228637695 102
4.69168881523e-09 0.496002197266 -68.3212127686 102
16.8268547058 -39.1694412231 -3.54466438293 102
14.3035182953 -38.5223884583 5.743019104 102
-2.04846966056e-08 -43.8158874512 -23.1674766541 102
24.3755569458 -47.1646499634 -33.5462646484 102
19.1828746796 -41.1701812744 -21.7431716919 104
18.1155166626 -42.3066368103 -14.5379447937 104
18.0401077271 -39.7795791626 -7.17615032196 104
25.0680618286 -43.4124069214 -25.2496109009 104
22.6999855042 -46.2534561157 -21.8908824921 104
24.2090835571 -47.0624847412 -26.6145801544 104
21.9058856964 -48.2342758179 -22.9487857819 104
14.9614944458 -47.9689178467 -8.22228622437 104
24.5400543213 -49.4242286682 -23.4834594727 104
35.7816810608 -49.6151275635 -38.6553421021 104
31.5748023987 -49.5593338013 -41.2507133484 104
17.7376937866 -44.7297439575 -13.908039093 104
23.7623825073 -47.5508651733 -24.9464645386 104
30.3849868774 -46.5572814941 -35.6964569092 104
34.7070770264 -45.0546112061 -42.6187591553 104
36.6640167236 -46.2098922729 -42.4135017395 104
36.88489151 -45.9287033081 -43.8778991699 104
36.8468170166 -49.050453186 -39.6875801086 104
37.5883903503 -48.8358917236 -40.8551177979 104
-2.94091861974e-08 -60.6406478882 -39.4503555298 104
-2.73229403547e-08 -59.3377761841 -25.6732673645 104
24.5582351685 -54.0077056885 -26.5228633881 104
27.5931396484 -53.8672790527 -30.2957420349 104
38.7635726929 -22.6085510254 -63.9064025879 105
38.2913780212 -20.4376983643 -64.2622375488 105
35.8656768799 -27.4942474365 -59.6415672302 105
35.6910171509 -26.7452392578 -56.460609436 105
32.54737854 -28.7572937012 -48.8768844604 105
32.0257911682 -25.4759521484 -46.3013000488 105
31.8097038269 -21.0274200439 -46.7803764343 105
